head,tail,relation,edge_direction,evidence_count,mean_confidence,max_confidence,edge_score,evidence
Arno,Myne,enemy_rival,undirected,1,0.9868816,0.9868816,0.6840541985864877,"The High Bishop believed that both Ferdinand and the Sylvester were away, so he, along with Count Bindewald, plotted to attack and capture Myne inside the temple."
Lestilaut,Trauerqual,family,undirected,1,0.98684627,0.98684627,0.6840297096965985,"As relatives of Trauerqual's third wife Magdalena, Lestilaut and Hannelore occasionally visited her and her son Prince Hildebrand at their royal villa in the Sovereignty, but didn't form a particularly close relationship with the prince."
Angelica,Florencia,family,undirected,1,0.98680705,0.98680705,0.684002524464177,Angelica and Lieseleta's mother. *Fonbart - Retainer who contacted the vice commander during the Defense of Ehrenfest.
Ferdinand,Martina,enemy_rival,undirected,1,0.9868047,0.9868047,0.6840008955683027,"However, when Detlinde brazenly demands Ferdinand give her his name, she finally sees past his gentle and sweet smile and notices the utter coldness in his eyes."
Count Bindewald,Rozemyne,enemy_rival,undirected,1,0.986796,0.986796,0.6839948651878318,"After infiltrating the city of Ehrenfest to secure a servitude contract with Myne, who became Rozemyne, he was taken into custody for attacking a member of Ehrenfest's archducal family."
Cornelius,Hartmut,family,undirected,1,0.9867464,0.9867464,0.683960485087676,"*Hartmut is a distant blood relative of Rozemyne and several of her other retainers, including Leonore, Brunhilde, Cornelius, and Traugott , all of whom are descendants of important Liesegang faction members."
Karla,Myne,family,undirected,1,0.9867416,0.9867416,0.6839571579812093,Karla (カルラ Karura) is the mother of Myne's best friend Lutz.
Elusia,Ortwin,service_retainer,directed,1,0.9867056,0.9867056,0.6839322046827091,Elusia is the retainer that delivers Hannelore's letter to Charlotte inquiring on Ehrenfest's stance on the bride-stealing ditter after Wilfried made personal comments of supporting Ortwin.
Raufereg,Kenntrips,service_retainer,directed,1,0.98670447,0.98670447,0.6839314214263951,If Raufereg wins: Rasantark and Kenntrips would lose their retainerships to Lestilaut and their suitor statuses.
Hartmut,Traugott,family,undirected,1,0.9867033,0.9867033,0.6839306104441938,"*Hartmut is a distant blood relative of Rozemyne and several of her other retainers, including Leonore, Brunhilde, Cornelius, and Traugott , all of whom are descendants of important Liesegang faction members."
Ferdinand,Hartmut,service_retainer,directed,1,0.9866851,0.9866851,0.6839179951655077,He was occasionally sent to Hartmut to assist him in his new duties. *Ymir - A gray priest serving Ferdinand until his departure.
Ferdinand,Hirschur,enemy_rival,undirected,1,0.98661345,0.98661345,0.6838683311700205,"Due to Lady Veronica's paranoia and spite, she did everything she could to mess with Ferdinand and anyone who would associate with him."
Ferdinand,Leonzio,enemy_rival,undirected,1,0.986555,0.986555,0.6838278167173167,When Ferdinand was poison by Letizia using Leonzio toys.
Erwaermen,Rozemyne,enemy_rival,undirected,1,0.98655313,0.98655313,0.6838265205320891,"He commands Rozemyne to gain the parts that she is missing, by killing Ferdinand and absorbing his feystone, before going back to being a silent, inanimate statue of a tree."
Corinna,Effa,family,undirected,1,0.9865463,0.9865463,0.683821786336846,"*Effa admires Benno's younger sister, Corinna, for her ability as a seamstress."
Lessy,Rozemyne,service_retainer,directed,1,0.9865079,0.9865079,0.6837951694851124,"Due to the need to stay away from the tiring meetings with the local nobility in this delicate phase, Ferdinand adviced Rozemyne to make Rainbow Lessy big enough to serve as a place in which all her retainers could rest for the night, so they didn't have to sleep outside or in commoner houses."
Georgine,Leonzio,enemy_rival,undirected,1,0.9864798,0.9864798,0.6837756920493387,"It was Leonzio, who came up with the idea to kill all the Ahrensbach nobles, not part of Detlinde and Georgine's faction and bring their feystones back to Lanzenave, with the permission and full cooperation of Detlinde and Georgine."
Alexis,Rozemyne,service_retainer,directed,1,0.98647445,0.98647445,0.6837719837119227,"When Rozemyne and Wilfried enter their first year in the Royal Academy, Alexis is introduced as one of Wilfried's guard knights."
Theodore,Giebe Kirnberger,service_retainer,directed,1,0.98646796,0.98646796,0.6837674851867209,"As was decided the year prior, upon his entry into the Royal Academy, Theodore entered Lady Rozemyne's service as a temporary guard knight until the time when he graduates from the Royal Academy, at which point he will be allowed to retire to serve Giebe Kirnberger."
Bonifatius,Lieseleta,family,undirected,1,0.98643607,0.98643607,0.6837453807231328,"He hopes that through the close connections Lieseleta's family, and her sister Angelica in particular, have with Lord Bonifatius, he will be able to lower the sentence of his family."
Wilfried,Veronica,service_retainer,directed,1,0.98641634,0.98641634,0.6837317049292604,"Following the purge of the former Veronica faction, to the public Oswald resigned of his own volition to not give the Leisegangs an opening to exploit against his now former lord, but in truth it was an order from Aub Ehrenfest, with the lie serving both to protect Wilfried from the truth and allow Oswald a more graceful end to his service than being fired."
Damuel,Traugott,enemy_rival,undirected,1,0.986388,0.986388,0.6837120611381633,"Rozemyne initially tries to understand his motives, but when he ignores Damuel's hard work and claims that his improvement was solely due to Rozemyne's mana compression technique and insults him, Rozemyne loses any interest in his reasons and just wants to get rid of him."
Gundolf,Leidenschaft,service_retainer,directed,1,0.9863788,0.9863788,0.6837056841841022,"As Hannelore of Dunkelfelger points out, it is very rare for any student to gain more than one protection per elemental affinity, and with the exception of those serving Leidenschaft, subordinate gods rarely ever grant their blessing to students."
Kazmiar,Hartmut,service_retainer,directed,1,0.98637724,0.98637724,0.6837046028745005,Kazmiar assumed the role of High Priest to assist his lord after Hartmut left the post alongside Rozemyne's move to Alexandria.
Rihyarda,Wilfried,enemy_rival,undirected,1,0.986369,0.986369,0.6836988913417327,"She also has no patience for bad behavior and is outraged at Wilfried’s retainers, when she learns that they have failed to discipline him."
Gieselfried,Leonzio,enemy_rival,undirected,1,0.98630464,0.98630464,0.6836542803891918,"*According to Leonzio, Gieselfried was assassinated by Georgine, most likely poisoned."
Ferdinand,Ymir,service_retainer,directed,1,0.9862947,0.9862947,0.683647390506217,He was occasionally sent to Hartmut to assist him in his new duties. *Ymir - A gray priest serving Ferdinand until his departure.
Gunther,Jenni,enemy_rival,undirected,1,0.9862677,0.9862677,0.683628675532342,"When Bezewanst enlists Count Bindewald to get rid of Myne, Jenni directly attacks Myne in the ensuing fight, earning her a brutal kick to her stomach by Gunther that sent her flying."
Ella,Rozemyne,romantic,undirected,1,0.9862227,0.9862227,0.6835974839092167,"She is married to Rozemyne’s other chef, Hugo."
Erwaermen,Ferdinand,enemy_rival,undirected,1,0.9861942,0.9861942,0.6835777292145708,"He commands Rozemyne to gain the parts that she is missing, by killing Ferdinand and absorbing his feystone, before going back to being a silent, inanimate statue of a tree."
Monika,Wilma,service_retainer,directed,1,0.9861578,0.9861578,0.6835524986571984,"When Monika was first appointed as an attendant, she commented to Rozemyne that she would be serving in Wilma's place as Wilma would not leave the orphanage."
Schwartz and Weiss,Solange,enemy_rival,undirected,1,0.9861477,0.9861477,0.6835454978706748,"Recently, she has been often accosted by archnobles and archduke candidates of higher ranking duchies, who tried to order her to give them Schwartz and Weiss."
Aurelia,Elvira,family,undirected,1,0.98614293,0.98614293,0.6835421915586235,"Infobox field family/Daughter: Rozemyne (Baptismal) Heidemarie (In-Law, Deceased) Aurelia (In-Law)"
Erwaermen,God of Darkness,romantic,undirected,1,0.9860698,0.9860698,0.6834915017053091,"When Ewigeliebe fell in love with the Goddes of Earth, Erwaermen assisted him in his proposal to Geduldh and acquiring the God of Darkness' permission to marry her."
Elvira,Viktor,romantic,undirected,1,0.98605114,0.98605114,0.6834785675789199,"When Brigitte and Damuel couldn't make their dreams of marriage work, Lady Elvira personally took charge of finding a good husband for Brigitte."
Kazmiar,Lothar,service_retainer,directed,1,0.98601985,0.98601985,0.6834568790036402,He accepted the suggestions by Rozemyne and her retainers for them to take Lothar and Gido as High Bishop attendants and Bartz as a workshop manager.
Blasius,Detlinde,family,undirected,1,0.986013,0.986013,0.6834521309454533,"Infobox field family/Sister: Alstede (Half-Sister) Detlinde (Half-Sister) Letizia (Half-Sister, Adoptive) Several other unnamed women"
Lily,Rozemyne,service_retainer,directed,1,0.9859772,0.9859772,0.6834273162763893,"When Hartmut becomes Rozemyne's retainer, he starts to visit the orphanage."
Leidenschaft,Schutzaria,family,undirected,1,0.98597056,0.98597056,0.6834227137791105,Infobox field family/Sister: Flutrane Schutzaria Geduldh
Angelica,Uderick,romantic,undirected,1,0.9859547,0.9859547,0.6834117204648267,"Uderick was a man of Lieseleta and Angelica's noble house to whom she was previously engaged to, and was under an original plan, meant to support the house as Lieseleta's husband."
Laurenz,Veronica,family,undirected,1,0.98593336,0.98593336,0.6833969287039935,His parents belonged to the former Veronica faction.
Anastasius,Harland,service_retainer,directed,1,0.98592454,0.98592454,0.683390815145861,*Harland - Head guard knight. *Mergild - Guard knight. *Enandol - Guard knight. *Vonriedo - Guard knight.
Count Leisegang,Leberecht,family,undirected,1,0.9858969,0.9858969,0.6833716565577903,"Leberecht is the half-brother of the current Count Leisegang, and he and his family are members of the Leisegang Faction."
Myne,Shikikoza,enemy_rival,undirected,1,0.98589003,0.98589003,0.6833668946366599,"When Myne, one of the hated commoners, has a much bigger mana capacity and is granted blue robes thus in his mind lowering his former position as a blue priest even more, it plays directly into his complexes, instilling a deep hatred for her in him."
Gentiane,Hensfen,family,undirected,1,0.9858883,0.9858883,0.6833656954920375,Infobox field family/Sister: Gentiane (Half-Sister)
Arthur,Raublut,service_retainer,directed,1,0.98587286,0.98587286,0.6833549932995696,"Following the abdication of Trauerqual from the position of Zent and his entire family moving to the newly created duchy of Blumenfeld, it is unknown whether he moved to Blumenfeld and continued to serve Hildebrand as an archduke candidate or if he was dismissed as a retainer as his lord was exploited by Raublut."
Corinna,Tuuli,enemy_rival,undirected,1,0.9858564,0.9858564,0.6833435840969776,"Corinna looks gentle and feminine at a first glance, but has no qualms in tricking Tuuli and Effa into giving commercially valuable information for free."
Sylvester,Rozemyne,service_retainer,directed,1,0.9858374,0.9858374,0.683330414300547,Left Sylvester's service to serve Rozemyne upon her adoption into the archducal family Returned into Sylvester's service after the purge of the former Veronica faction after Rozemyne's third year at the Royal Academy.
Janrik,Veronica,enemy_rival,undirected,1,0.9858344,0.9858344,0.6833283348590053,"The following winter, Aub Ehrenfest enacts a purge of the former Veronica faction, with anyone who is name-sworn to Georgine or who committed severe crimes against the archducal family and duchy being executed."
Elvira,Heidemarie,family,undirected,1,0.9858086,0.9858086,0.6833104516617469,"Infobox field family/Daughter: Rozemyne (Baptismal) Heidemarie (In-Law, Deceased) Aurelia (In-Law)"
Rihyarda,Mark,service_retainer,directed,1,0.98574716,0.98574716,0.6832678646989733,"When her own grandson, Traugott, fails to live up to his duties as a retainer, Rihyarda is the first to ask Rozemyne to dismiss him, even though it will leave a black mark on her family’s reputation."
Raimund,Rozemyne,enemy_rival,undirected,1,0.98565334,0.98565334,0.6832028336304932,"Hearing all this, Rozemyne manages to get her guard knights to back off, though they remain on guard against Raimund."
Claudio,Karstedt,enemy_rival,undirected,1,0.9856529,0.9856529,0.6832025286457337,"And this isn't limited to inexperienced people, even the commander of Ehrenfest's Knight's Order Karstedt fell victim to this once, during a spring prayer visit to the province, where he ended up roped into an extensive feybeast hunt and only realizing partway through."
Letizia,Sergius,family,undirected,1,0.9856387,0.9856387,0.6831926859557698,"Originally born in Drewanchel, Sergius moved to Ahrensbach when Lady Letizia was adopted by her grandfather Aub Ahrensbach and moved to his duchy."
Clementia,Rozemyne,romantic,undirected,1,0.98562926,0.98562926,0.6831861426463852,"When the Royal Palace is infiltrated, shortly after Rozemyne's fourth year at the Royal Academy, as the second wife, it falls to Clementia to organize the logistics for the knights fighting at the Royal Academy."
Adelbert,Gabriele,family,undirected,1,0.985617,0.985617,0.6831776446619515,"Infobox field family/Relatives: Gieselfried (Nephew) Brother of Gieselfried (Nephew) Georgine(Niece, In-Law) Adelbert (Nephew, In-Law, Deceased) Bonifatius (Nephew, In-Law) Irmhilde (Niece, In-Law, Deceased) Unnamed Woman (Adelbert's half-sister) (Niece, In-Law, Deceased)"
Sidonius,Sylvester,enemy_rival,undirected,1,0.98560786,0.98560786,0.6831713092967213,"As someone directly involved in Georgine's conspiracy to assassinate and replace Sylvester, Sidonius is among the dead, though it is unclear whether he was executed, committed suicide or died while resisting his arrest."
Bezewanst,Hasse's Mayor,enemy_rival,undirected,1,0.98559314,0.98559314,0.6831611061702234,"Unaware of Bezewanst's demise, Hasse's mayor is very uncooperative and exceptionally rude to Benno, believing that his connection to the High Priest will shield him from any consequence for his actions."
Bonifatius,Rihyarda,romantic,undirected,1,0.9855796,0.9855796,0.6831517209573986,"Gudrun later married one of Bonifatius' sons, and together they had a son named Traugott."
Detlinde,Heisshitze,romantic,undirected,1,0.9855108,0.9855108,0.6831040324313762,"After discussing the matter further among themselves the knights come up with ways they can achieve their goal and benefit their duchy at the same time, securint the support of the Aub and his first wife who then go on to support Aub Ahrensbachs bid to the king to have Ferdinand as a husband for his daughter Detlinde."
Freuden,Georgine,enemy_rival,undirected,1,0.9854578,0.9854578,0.6830672956308065,The next year in winter Ehrenfest enacts a thorough purge of anyone associated with either the former Veronica faction or Georgine.
Hortensia,Trauerqual,service_retainer,directed,1,0.98542374,0.98542374,0.6830436870378366,"She became his retainer and was charged with cleaning out the villa of her former master, but soon after, the third prince died too, only days after he defeated and killed the first prince, and Hortensia came to serve the fifth prince Trauerqual."
Leon,Sylvester,service_retainer,directed,1,0.9853357,0.9853357,0.6829826623600601,"When the topic of food comes up, he decides to report to Benno and organize the proper means to serve food to Sylvester."
Georgine,Gloria,enemy_rival,undirected,1,0.98533094,0.98533094,0.6829793629794806,"She informs Georgine that Rozemyne used to be a commoner, and explains that she was responsible for the death of Bezewanst, Georgine’s uncle."
Raufereg,Lestilaut,service_retainer,directed,1,0.98525965,0.98525965,0.6829299485169785,If Raufereg wins: Rasantark and Kenntrips would lose their retainerships to Lestilaut and their suitor statuses.
Bertram,Veronica,enemy_rival,undirected,1,0.98525083,0.98525083,0.682923834958846,"The year before Bertram's Baptism, Aub Ehrenfest enacts a purge of the former Veronica faction."
Hildebrand,Arthur,service_retainer,directed,1,0.9852461,0.9852461,0.6829205563726819,Arthur - Hildebrand's head attendant.
Freuden,Veronica,enemy_rival,undirected,1,0.98522437,0.98522437,0.6829054942844484,The next year in winter Ehrenfest enacts a thorough purge of anyone associated with either the former Veronica faction or Georgine.
Hasse's Mayor,Schutzaria,enemy_rival,undirected,1,0.98522294,0.98522294,0.6829045030839801,"To make sure that the seed of rebellion was entirely quashed, Ferdinand uses a shield of Schutzaria and orders all the citizens of Hasse and the surrounding villages to attempt to pass through it, calling it the ""Door of Judgement""."
Dinan,Ferdinand,romantic,undirected,1,0.9852106,0.9852106,0.6828959496477721,"Dinan is an Automated Magic Tool Assistants based off of Schwartz and Weiss, made by Ferdinand for his fiancée Rozemyne."
Gerda,Tuuli,enemy_rival,undirected,1,0.98515064,0.98515064,0.6828543885428257,Due to this Myne hates being at Gerda's and immediately charges straight into Tuuli's arms when she comes to get Myne.
Bonifatius,Gabriele,family,undirected,1,0.9851147,0.9851147,0.6828294768331563,"Infobox field family/Relatives: Gieselfried (Nephew) Brother of Gieselfried (Nephew) Georgine(Niece, In-Law) Adelbert (Nephew, In-Law, Deceased) Bonifatius (Nephew, In-Law) Irmhilde (Niece, In-Law, Deceased) Unnamed Woman (Adelbert's half-sister) (Niece, In-Law, Deceased)"
Adolphine,Ralfrieda,family,undirected,1,0.985075,0.985075,0.6828019588900881,"Infobox field family/Daughter: Adolphine (In-Law, Former), Nahelache (In-Law), Eglantine (In-Law)"
Gabriele,Irmhilde,family,undirected,1,0.98507303,0.98507303,0.6828005933901424,"Infobox field family/Relatives: Gieselfried (Nephew) Brother of Gieselfried (Nephew) Georgine(Niece, In-Law) Adelbert (Nephew, In-Law, Deceased) Bonifatius (Nephew, In-Law) Irmhilde (Niece, In-Law, Deceased) Unnamed Woman (Adelbert's half-sister) (Niece, In-Law, Deceased)"
Adelbert,Giebe Kirnberger,family,undirected,1,0.98503995,0.98503995,0.6827776640814095,"Giebe Kirnberger's father was quite fond of Bonifatius and openly wished that Bonifatius would have become the sixth Aub Ehrenfest, in place of his younger brother Adelbert."
Lieseleta,Wilfried,romantic,undirected,1,0.9850187,0.9850187,0.6827629347038225,"With her being without a partner, the archscholar Thorsten, one of Lord Wilfried's retainers, proposes to Lieseleta and agrees to marry down into her mednoble family, just a short time before her coming-of-age."
Raimund,Veronica,enemy_rival,undirected,1,0.98501486,0.98501486,0.6827602730186493,"She goes further to state that if she was that kind of person, she never would have taken Ferdinand under her wing, since doing so received considerable pushback from the Veronica faction and earned her many toxic messages from Lady Veronica herself back in the day."
Albsenti,Trauerqual,family,undirected,1,0.98500144,0.98500144,0.6827509709834861,By the time their father died the magic tool Grutrissheit passed down from parent to child since Zent Albsenti's times had already been passed to him.
Barthold,Rozemyne,family,undirected,1,0.98497355,0.98497355,0.6827316391086202,"His sister Cassandra initially leans toward giving her name to Rozemyne, but Barthold manages to talk her into choosing Charlotte."
Goddess of Light,Lieseleta,romantic,undirected,1,0.9849613,0.9849613,0.6827231480556585,"The stone Lieseleta makes for her future husband contains the words ""Let us serve the next generation together,"" while the one she receives reads ""To my Darkness-dispersing Goddess of Light."""
Bonifatius,Giebe Kirnberger,family,undirected,1,0.98491377,0.98491377,0.6826902027701665,"Giebe Kirnberger's father was quite fond of Bonifatius and openly wished that Bonifatius would have become the sixth Aub Ehrenfest, in place of his younger brother Adelbert."
Dahvidh,Hannelore,romantic,undirected,1,0.9849016,0.9849016,0.682681767168979,Dahvidh was the first archduke candidate to claim himself as one of Hannelore suitors once she woken up.
Myne,Wolf,family,undirected,1,0.98488915,0.98488915,0.682673137486581,Benno immediately called Myne's father and sister who then escorted Myne to the temple and she began her winter stay.
Zahm,Rozemyne,service_retainer,directed,1,0.9848754,0.9848754,0.6826636067128483,"Zahm (ザーム, Zaamu) is a gray priest and one of Rozemyne's temple attendants."
Heidi,Zack,romantic,undirected,1,0.9848631,0.9848631,0.6826550810025275,At the same meeting Josef reports that his wife Heidi is pregnant and thus Rozemyne aquits them and have a replacement go in their stead.
Bonifatius,Rozemary,family,undirected,1,0.984835,0.984835,0.6826356035667537,"Infobox field family/Daughter: Elvira (In-Law) Trudeliede (In-Law) Rozemary (In-Law, Deceased) Gudrun (In-Law)"
Bonifatius,Trudeliede,family,undirected,1,0.98477364,0.98477364,0.6825930720557546,"Infobox field family/Daughter: Elvira (In-Law) Trudeliede (In-Law) Rozemary (In-Law, Deceased) Gudrun (In-Law)"
Count Leisegang,Karstedt,family,undirected,1,0.9847456,0.9847456,0.6825736362088116,He is slightly older than his relative Karstedt .
Ferdinand,Seltier,romantic,undirected,1,0.9847452,0.9847452,0.6825733589499394,"When Georgine visits Ehrenfest under the excuse of forming bonds in preparation for Detlinde's marriage to Ferdinand, Seltier accompanies her lady."
Erwaermen,Garansorg,enemy_rival,undirected,1,0.98473215,0.98473215,0.6825643133792332,"At an unspecified point of the distant past, a man named Garansorg was failed the test of virtue by the golden shumil, guarding the path to Erwaermen, for his love of conflict and war."
Jenni,Rosina,enemy_rival,undirected,1,0.9846854,0.9846854,0.682531908748542,"She hated Myne because she took Rosina and Wilma, two former attendants of Christine, as attendants and let them live in comfort."
Bezewanst,Gloria,enemy_rival,undirected,1,0.9846087,0.9846087,0.682478744359793,"She informs Georgine that Rozemyne used to be a commoner, and explains that she was responsible for the death of Bezewanst, Georgine’s uncle."
Dinan,Rozemyne,romantic,undirected,1,0.98455644,0.98455644,0.6824425204881369,"Dinan is an Automated Magic Tool Assistants based off of Schwartz and Weiss, made by Ferdinand for his fiancée Rozemyne."
Kenntrips,Hannelore,service_retainer,directed,1,0.98446566,0.98446566,0.6823795965870857,"Kenntrips prepared well for the knight's exam, but had to forfeit both it and dream of serving as Hannelore's guard knight, when his father ordered him to become a scholar in Lord Lestilaut's service."
Detlinde,Seltier,romantic,undirected,1,0.98446345,0.98446345,0.6823780647318167,"When Georgine visits Ehrenfest under the excuse of forming bonds in preparation for Detlinde's marriage to Ferdinand, Seltier accompanies her lady."
Rozemary,Trudeliede,enemy_rival,undirected,1,0.984421,0.984421,0.6823486406340019,"They made demands far above their station, leading to a serious feud between them and Karstedt's second wife Trudeliede, who in turn went on to bully Rozemary severely, which only made her already poor health deteriorate further."
Lestilaut,Schwartz and Weiss,enemy_rival,undirected,1,0.9843998,0.9843998,0.682333945913774,"Rozemyne considers him to be a ""musclehead."" He demonstrated a tendency to act without thinking things through, when escalating a dispute over the mastership of Schwartz and Weiss into full-on combat within the halls of the Royal Academy."
Damuel,Viktor,romantic,undirected,1,0.9843985,0.9843985,0.6823330448224393,"When Brigitte and Damuel couldn't make their dreams of marriage work, Lady Elvira personally took charge of finding a good husband for Brigitte."
Benno,Effa,family,undirected,1,0.9843873,0.9843873,0.682325281574017,"*Effa admires Benno's younger sister, Corinna, for her ability as a seamstress."
Gustav,Liz,romantic,undirected,1,0.9843068,0.9843068,0.682269483225982,"Gustav didn't want to see the Gilberta Company and new hard-working talents crumbling down and offered his daughters for marriage to Benno, after Benno's fiancée Liz died."
Count Groschel,Previous Count Leisegang,romantic,undirected,1,0.98429203,0.98429203,0.682259245442125,"On top of that, her husband was eventually removed from his archduke candidacy for fear of causing political strife in the duchy, and became the first Count Groschel."
Grausam,Wolf,enemy_rival,undirected,1,0.9841995,0.9841995,0.6821951085335078,"Since giebe is an umbrella-term for all landowning nobles, including viscount, this is not a contradiction in terms of the Lore. *Grausam was shown to be the noble conspiring with Wolf in the anime, but it was not specified in the light novel."
Dinan,Schwartz and Weiss,romantic,undirected,1,0.98415935,0.98415935,0.6821672786742083,"Dinan is an Automated Magic Tool Assistants based off of Schwartz and Weiss, made by Ferdinand for his fiancée Rozemyne."
Karstedt,Veronica,family,undirected,1,0.98413694,0.98413694,0.6821517452458921,"He was on good terms with Ferdinand during the time he served as a knight, recognizing him as his family and his cousin despite pressure from Veronica to ostracize him."
Thorsten,Uderick,romantic,undirected,1,0.9841361,0.9841361,0.6821511630022603,"In her place, her ex-fiancé Uderick will be made the successor of the house and Elvira will convince Thorsten's family to break off the engagement from their side, so as to not have any negative impact on Lieseleta's family over the impression of mednobles defying the will of archnobles."
Nicola,Fran,service_retainer,directed,1,0.9841,0.9841,0.6821261403890422,"After Myne dismissed Delia from her service, Fran asked Myne to consider taking on a new attendant, so she had someone to direct her compassion towards."
Fatiehe,Georgine,service_retainer,directed,1,0.984073,0.984073,0.682107425415167,"When she was old enough to participate in the general politicking and factions of the nobility, she joined Georgine's faction and eventually managed to land the position of attendant to Detlinde."
Jenni,Wilma,enemy_rival,undirected,1,0.984059,0.984059,0.6820977213546392,"She hated Myne because she took Rosina and Wilma, two former attendants of Christine, as attendants and let them live in comfort."
Detlinde,Strahl,enemy_rival,undirected,1,0.98403776,0.98403776,0.6820829989085241,"Just a short time later, Detlinde dismisses Strahl from his position of Knight's Commander over being ""too critical and irritating,"" for pointing out how inappropriate her frequent visits to the Lanzenave estate and open shows of affection for Lord Leonzio are, apparently not caring for his qualification and proven loyalty the slightest bit."
Ferdinand,Raimund,enemy_rival,undirected,1,0.98403,0.98403,0.6820776200864029,"Just like Hirschur and Ferdinand, Raimund is obsessed with magical research to the point of disregarding his own well-being."
Gervasio,Trauerqual,enemy_rival,undirected,1,0.983987,0.983987,0.6820478147576389,"After the civil war, the Adalgisa villa was closed by the new Zent Trauerqual and all its remaining inhabitants were executed, including Valamarlene, which would eventually set off Gervasio and Raublut's plans to conquer Yurgenschmidt, so they could abolish the inhumane Adalgisa deal for good and never let anything like it happen again."
Muriella,Wilfried,romantic,undirected,1,0.98387516,0.98387516,0.681970293176965,"To help her fiancé Wilfried, Rozemyne agrees to move up the schedule and start the experiment a few days after the Feast Celebrating Spring and offers all her retainers the chance to participate."
Ralfrieda,Raublut,romantic,undirected,1,0.9838688,0.9838688,0.6819658847608967,"Despite having plenty of reason and justification to entirely divorce Ralfrieda for her role in bringing the traitor Raublut into a position, where he was able to unleash the chaos he did, Trauerqual decides to keep his marriage with Ralfrieda."
Raublut,Rozemyne,enemy_rival,undirected,1,0.9838545,0.9838545,0.6819559727562147,"It is later revealed that Raublut killed Hortensia, but is able to pass it off as a natural death, as some point during or shortly after the conclusion of the regular study season in Rozemyne's fourth' year at the academy."
Nicola,Delia,service_retainer,directed,1,0.9838102,0.9838102,0.6819252663361158,"After Myne dismissed Delia from her service, Fran asked Myne to consider taking on a new attendant, so she had someone to direct her compassion towards."
Lily,Hartmut,service_retainer,directed,1,0.98379666,0.98379666,0.681915881123291,"When Hartmut becomes Rozemyne's retainer, he starts to visit the orphanage."
Adolphine,Immanuel,romantic,undirected,1,0.9837931,0.9837931,0.6819134135193283,"The next year the royal family arranges for Rozemyne to hold the Starbind Ceremony, in which Prince Sigiswald and Lady Adolphine are to be married."
Aurelia,Veronica,romantic,undirected,1,0.9837902,0.9837902,0.6819114033925047,"It was there that she met Lamprecht, who initially only wished for the three year younger girl to introduce him to other female Ahrensbach students, since Lady Veronica had decreed he was to marry someone from Ahrensbach."
Laura,Rozemyne,family,undirected,1,0.98378813,0.98378813,0.6819099685778409,"A few years later, Laura's older sister comes of age and attends a ceremony in the temple led by the new High Bishop, Rozemyne."
Georgine,Trudeliede,enemy_rival,undirected,1,0.9837875,0.9837875,0.6819095318951172,"In her son's ninth winter, Ehrenfest enacts a purge of the former Veronica faction and anyone associated with Georgine."
Lutz,Sieg,family,undirected,1,0.9837834,0.9837834,0.6819066899916768,"He is the second of four brothers, and the older brother of Lutz."
Christine,Rozemyne,service_retainer,directed,1,0.9837749,0.9837749,0.6819007982406421,"*She was a night owl, rising late and playing music until late in the evening. *Her retainers played songs for her to wake up in the morning and getting her dressed. *She returned to the Nobles' Quarter on a regular basis. *She thinks of her time in the temple as a blissful time to enjoy. *She graduated from the Royal Academy three years before Rozemyne's entry. *In addition to Wilma and Rosina, Jenni was also one of Christine's attendants."
Elvira,Uderick,romantic,undirected,1,0.9837367,0.9837367,0.6818743200183447,"In her place, her ex-fiancé Uderick will be made the successor of the house and Elvira will convince Thorsten's family to break off the engagement from their side, so as to not have any negative impact on Lieseleta's family over the impression of mednobles defying the will of archnobles."
Oswald,Rihyarda,service_retainer,directed,1,0.9837051,0.9837051,0.681852416567439,"While it was not explained how he is related to the archduke's family, Rihyarda mentioned that he was of archduke's blood and this along with his status of archnoble was a significant deciding factor in him being chosen as Wilfried's head-attendant, since it would give him the position necessary to handle Wilfried and even literally tie him to a chair and force him to learn, should it become necessary."
Giebe Kirnberger,Veronica,enemy_rival,undirected,1,0.98369884,0.98369884,0.6818480774660887,"His second wife is a former Leisegang noble, who was severely abused by Veronica."
Aub Klassenberg,Sigiswald,family,undirected,1,0.98364407,0.98364407,0.6818101137950094,"After some hard work on his part, Anastasius also manages to convince King Trauerqual, Aub Klassenberg, and Eglantine's biological grandfather and adoptive father, the Previous Aub Klassenberg to agree to this arrangement, making it official."
Raufereg,Rauffen,enemy_rival,undirected,1,0.9836315,0.9836315,0.6818014009349498,"Hannelore gives a signal and the match is ultimately decided with the betrayal of Lungtase's retainers throwing Raufereg's gewinnen piece out of bounds, with Professor Rauffen declaring Rasantark the winner."
Rozemyne,Sieglinde,romantic,undirected,1,0.9835984,0.9835984,0.6817784577632733,"As such they seek an alliance with Dunkelfelger, which Werdekraf eagerly agrees to, in no small part because Rozemyne painted her planned assault as ""true ditter."" Despite their eagerness to join the fray, Sieglinde is able to reign her husband and son's passions in."
Goddess of Light,Thorsten,romantic,undirected,1,0.98358893,0.98358893,0.6817718936594734,"The stone Lieseleta makes for her future husband contains the words ""Let us serve the next generation together,"" while the one she receives reads ""To my Darkness-dispersing Goddess of Light."""
Wentuchte,Schutzaria,service_retainer,directed,1,0.9835834,0.9835834,0.6817680605555649,"Such a master of her craft was the Goddess of Weaving that cloth of the highest quality was praised as being ""excellent enough to have come from her hands."" She now serves under Schutzaria."
